Precinct,Race,LEG,CC,CG,CounterGroup,Party,CounterType,SumOfCount
SHL 32-1030,State of Washington US President & Vice President,32,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,1
SHL 32-1030,State of Washington US President & Vice President,32,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,216
SHL 32-1030,State of Washington US President & Vice President,32,0,7,Total,,Write-in,1
SHL 32-1030,State of Washington US President & Vice President,32,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",3
SHL 32-1030,State of Washington US President & Vice President,32,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
SET 33-1031,State of Washington US President & Vice President,33,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,1
SET 33-1031,State of Washington US President & Vice President,33,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,124
SET 33-1031,State of Washington US President & Vice President,33,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SET 33-1031,State of Washington US President & Vice President,33,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,489
SET 33-1031,State of Washington US President & Vice President,33,0,9,Total,,Write-in,0
SET 33-1031,State of Washington US President & Vice President,33,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",9
SET 33-1031,State of Washington US President & Vice President,33,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
BUR 34-1032,State of Washington US President & Vice President,34,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
BUR 34-1032,State of Washington US President & Vice President,34,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,131
BUR 34-1032,State of Washington US President & Vice President,34,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
BUR 34-1032,State of Washington US President & Vice President,34,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,321
BUR 34-1032,State of Washington US President & Vice President,34,0,7,Total,,Write-in,0
BUR 34-1032,State of Washington US President & Vice President,34,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
BUR 34-1032,State of Washington US President & Vice President,34,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
KEN 47-1034,State of Washington US President & Vice President,47,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,1
KEN 47-1034,State of Washington US President & Vice President,47,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,164
KEN 47-1034,State of Washington US President & Vice President,47,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
KEN 47-1034,State of Washington US President & Vice President,47,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,413
KEN 47-1034,State of Washington US President & Vice President,47,0,9,Total,,Write-in,4
KEN 47-1034,State of Washington US President & Vice President,47,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",8
KEN 47-1034,State of Washington US President & Vice President,47,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,3
ROUNDTABLE,State of Washington US President & Vice President,30,0,8,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
ROUNDTABLE,State of Washington US President & Vice President,30,0,8,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,255
ROUNDTABLE,State of Washington US President & Vice President,30,0,8,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
ROUNDTABLE,State of Washington US President & Vice President,30,0,8,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,208
ROUNDTABLE,State of Washington US President & Vice President,30,0,8,Total,,Write-in,3
ROUNDTABLE,State of Washington US President & Vice President,30,0,8,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",8
ROUNDTABLE,State of Washington US President & Vice President,30,0,8,Total,Green Party Nominees,Howie Hawkins and Angela Walker,3
ROWAN,State of Washington US President & Vice President,37,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
ROWAN,State of Washington US President & Vice President,37,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,39
ROWAN,State of Washington US President & Vice President,37,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
ROWAN,State of Washington US President & Vice President,37,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,236
ROWAN,State of Washington US President & Vice President,37,0,9,Total,,Write-in,0
ROWAN,State of Washington US President & Vice President,37,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",3
ROWAN,State of Washington US President & Vice President,37,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
SHL 32-1038,State of Washington US President & Vice President,32,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SHL 32-1038,State of Washington US President & Vice President,32,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,26
SHL 32-1038,State of Washington US President & Vice President,32,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,2
SHL 32-1038,State of Washington US President & Vice President,32,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,194
SHL 32-1038,State of Washington US President & Vice President,32,0,7,Total,,Write-in,0
SHL 32-1038,State of Washington US President & Vice President,32,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",2
SHL 32-1038,State of Washington US President & Vice President,32,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
KIR 45-1040,State of Washington US President & Vice President,45,0,1,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
KIR 45-1040,State of Washington US President & Vice President,45,0,1,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,159
KIR 45-1040,State of Washington US President & Vice President,45,0,1,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,1
KIR 45-1040,State of Washington US President & Vice President,45,0,1,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,468
KIR 45-1040,State of Washington US President & Vice President,45,0,1,Total,,Write-in,3
KIR 45-1040,State of Washington US President & Vice President,45,0,1,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",5
KIR 45-1040,State of Washington US President & Vice President,45,0,1,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
BUR 34-1047,State of Washington US President & Vice President,34,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
BUR 34-1047,State of Washington US President & Vice President,34,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,132
BUR 34-1047,State of Washington US President & Vice President,34,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
BUR 34-1047,State of Washington US President & Vice President,34,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,488
BUR 34-1047,State of Washington US President & Vice President,34,0,7,Total,,Write-in,0
BUR 34-1047,State of Washington US President & Vice President,34,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",12
BUR 34-1047,State of Washington US President & Vice President,34,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,5
BEL 48-1049,State of Washington US President & Vice President,48,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
BEL 48-1049,State of Washington US President & Vice President,48,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,83
BEL 48-1049,State of Washington US President & Vice President,48,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
BEL 48-1049,State of Washington US President & Vice President,48,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,209
BEL 48-1049,State of Washington US President & Vice President,48,0,9,Total,,Write-in,5
BEL 48-1049,State of Washington US President & Vice President,48,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",7
BEL 48-1049,State of Washington US President & Vice President,48,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
BEL 41-0109,State of Washington US President & Vice President,41,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
BEL 41-0109,State of Washington US President & Vice President,41,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,61
BEL 41-0109,State of Washington US President & Vice President,41,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
BEL 41-0109,State of Washington US President & Vice President,41,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,199
BEL 41-0109,State of Washington US President & Vice President,41,0,9,Total,,Write-in,1
BEL 41-0109,State of Washington US President & Vice President,41,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",2
BEL 41-0109,State of Washington US President & Vice President,41,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,3
BEL 41-1052,State of Washington US President & Vice President,41,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
BEL 41-1052,State of Washington US President & Vice President,41,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,116
BEL 41-1052,State of Washington US President & Vice President,41,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
BEL 41-1052,State of Washington US President & Vice President,41,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,261
BEL 41-1052,State of Washington US President & Vice President,41,0,9,Total,,Write-in,1
BEL 41-1052,State of Washington US President & Vice President,41,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",11
BEL 41-1052,State of Washington US President & Vice President,41,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,3
SHL 32-1053,State of Washington US President & Vice President,32,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SHL 32-1053,State of Washington US President & Vice President,32,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,86
SHL 32-1053,State of Washington US President & Vice President,32,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SHL 32-1053,State of Washington US President & Vice President,32,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,212
SHL 32-1053,State of Washington US President & Vice President,32,0,7,Total,,Write-in,1
SHL 32-1053,State of Washington US President & Vice President,32,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",1
SHL 32-1053,State of Washington US President & Vice President,32,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
KEN 33-1055,State of Washington US President & Vice President,33,0,9,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
KEN 33-1055,State of Washington US President & Vice President,33,0,9,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,75
KEN 33-1055,State of Washington US President & Vice President,33,0,9,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
KEN 33-1055,State of Washington US President & Vice President,33,0,9,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,208
KEN 33-1055,State of Washington US President & Vice President,33,0,9,Total,,Write-in,0
KEN 33-1055,State of Washington US President & Vice President,33,0,9,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",5
KEN 33-1055,State of Washington US President & Vice President,33,0,9,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
LFP 46-1056,State of Washington US President & Vice President,46,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
LFP 46-1056,State of Washington US President & Vice President,46,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,54
LFP 46-1056,State of Washington US President & Vice President,46,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,1
LFP 46-1056,State of Washington US President & Vice President,46,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,399
LFP 46-1056,State of Washington US President & Vice President,46,0,7,Total,,Write-in,2
LFP 46-1056,State of Washington US President & Vice President,46,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",3
LFP 46-1056,State of Washington US President & Vice President,46,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
BUR 34-1057,State of Washington US President & Vice President,34,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,2
BUR 34-1057,State of Washington US President & Vice President,34,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,140
BUR 34-1057,State of Washington US President & Vice President,34,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
