Contest,Candidate Issue,Party,Precinct Name,Provisional Votes,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
President and Vice President,Jo Jorgensen,LPF,PRECINCT 364.0,0,0,0,0,11,0.38
President and Vice President,Jo Jorgensen,LPF,PRECINCT 365.0,0,0,0,0,5,0.19
President and Vice President,Jo Jorgensen,LPF,PRECINCT 366.0,0,0,0,0,11,0.41
President and Vice President,Jo Jorgensen,LPF,PRECINCT 367.0,0,0,0,0,3,0.14
President and Vice President,Jo Jorgensen,LPF,PRECINCT 368.0,0,0,0,0,4,0.14
President and Vice President,Jo Jorgensen,LPF,PRECINCT 369.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 369.1,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 370.0,0,0,0,0,7,0.25
President and Vice President,Jo Jorgensen,LPF,PRECINCT 371.0,0,0,0,0,10,0.31
President and Vice President,Jo Jorgensen,LPF,PRECINCT 372.0,0,0,0,0,1,0.10
President and Vice President,Jo Jorgensen,LPF,PRECINCT 373.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 374.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 375.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 376.0,0,0,0,0,8,0.24
President and Vice President,Jo Jorgensen,LPF,PRECINCT 377.0,0,0,0,0,6,0.24
President and Vice President,Jo Jorgensen,LPF,PRECINCT 378.0,0,0,0,0,2,0.25
President and Vice President,Jo Jorgensen,LPF,PRECINCT 379.0,0,0,0,0,2,0.10
President and Vice President,Jo Jorgensen,LPF,PRECINCT 381.0,0,0,0,0,4,0.31
President and Vice President,Jo Jorgensen,LPF,PRECINCT 382.0,0,0,0,0,1,0.08
President and Vice President,Jo Jorgensen,LPF,PRECINCT 383.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 384.0,0,0,0,0,4,0.19
President and Vice President,Jo Jorgensen,LPF,PRECINCT 385.0,0,0,0,0,9,0.28
President and Vice President,Jo Jorgensen,LPF,PRECINCT 386.0,0,0,0,0,4,0.23
President and Vice President,Jo Jorgensen,LPF,PRECINCT 387.0,0,0,0,0,5,0.35
President and Vice President,Jo Jorgensen,LPF,PRECINCT 388.0,0,0,0,0,6,0.20
President and Vice President,Jo Jorgensen,LPF,PRECINCT 389.0,0,0,0,0,9,0.31
President and Vice President,Jo Jorgensen,LPF,PRECINCT 390.0,0,0,0,0,10,0.30
President and Vice President,Jo Jorgensen,LPF,PRECINCT 391.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 392.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 394.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 395.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 396.0,0,0,0,0,1,0.05
President and Vice President,Jo Jorgensen,LPF,PRECINCT 398.0,0,0,0,0,1,0.11
President and Vice President,Jo Jorgensen,LPF,PRECINCT 399.0,0,0,0,0,2,0.23
President and Vice President,Jo Jorgensen,LPF,PRECINCT 400.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 401.0,0,0,0,0,1,0.06
President and Vice President,Jo Jorgensen,LPF,PRECINCT 402.0,0,0,0,0,11,0.39
President and Vice President,Jo Jorgensen,LPF,PRECINCT 403.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 403.1,0,0,0,0,2,0.25
President and Vice President,Jo Jorgensen,LPF,PRECINCT 405.0,0,0,0,0,7,0.40
President and Vice President,Jo Jorgensen,LPF,PRECINCT 406.0,0,0,0,0,5,0.23
President and Vice President,Jo Jorgensen,LPF,PRECINCT 407.0,0,0,0,0,1,0.08
President and Vice President,Jo Jorgensen,LPF,PRECINCT 408.0,0,0,0,0,5,0.34
President and Vice President,Jo Jorgensen,LPF,PRECINCT 409.0,0,0,0,0,5,0.26
President and Vice President,Jo Jorgensen,LPF,PRECINCT 410.0,0,0,0,0,6,0.32
President and Vice President,Jo Jorgensen,LPF,PRECINCT 411.0,0,0,0,0,4,0.46
President and Vice President,Jo Jorgensen,LPF,PRECINCT 411.1,0,0,0,0,6,0.68
President and Vice President,Jo Jorgensen,LPF,PRECINCT 412.0,0,0,0,0,5,0.24
President and Vice President,Jo Jorgensen,LPF,PRECINCT 413.0,0,0,0,0,6,0.24
President and Vice President,Jo Jorgensen,LPF,PRECINCT 413.1,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 414.0,0,0,0,0,3,0.17
President and Vice President,Jo Jorgensen,LPF,PRECINCT 415.0,0,0,0,0,8,0.28
President and Vice President,Jo Jorgensen,LPF,PRECINCT 416.0,0,0,0,0,2,0.12
President and Vice President,Jo Jorgensen,LPF,PRECINCT 417.0,0,0,0,0,7,0.38
President and Vice President,Jo Jorgensen,LPF,PRECINCT 418.0,0,0,0,0,2,0.25
President and Vice President,Jo Jorgensen,LPF,PRECINCT 419.0,0,0,0,0,3,0.25
President and Vice President,Jo Jorgensen,LPF,PRECINCT 420.0,0,0,0,0,2,0.10
President and Vice President,Jo Jorgensen,LPF,PRECINCT 421.0,0,0,0,0,7,0.36
President and Vice President,Jo Jorgensen,LPF,PRECINCT 422.0,0,0,0,0,4,0.34
President and Vice President,Jo Jorgensen,LPF,PRECINCT 423.0,0,0,0,0,3,0.18
President and Vice President,Jo Jorgensen,LPF,PRECINCT 424.0,0,0,0,0,7,0.37
President and Vice President,Jo Jorgensen,LPF,PRECINCT 424.1,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 425.0,0,0,0,0,1,0.11
President and Vice President,Jo Jorgensen,LPF,PRECINCT 426.0,0,0,0,0,9,0.28
President and Vice President,Jo Jorgensen,LPF,PRECINCT 427.0,0,0,0,0,5,0.49
President and Vice President,Jo Jorgensen,LPF,PRECINCT 428.0,0,0,0,0,5,0.34
President and Vice President,Jo Jorgensen,LPF,PRECINCT 429.0,0,0,0,0,9,0.57
President and Vice President,Jo Jorgensen,LPF,PRECINCT 430.0,0,0,0,0,1,0.08
President and Vice President,Jo Jorgensen,LPF,PRECINCT 430.1,0,0,0,0,4,0.56
President and Vice President,Jo Jorgensen,LPF,PRECINCT 431.0,0,0,0,0,6,0.61
President and Vice President,Jo Jorgensen,LPF,PRECINCT 431.1,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 432.0,0,0,0,0,4,0.25
President and Vice President,Jo Jorgensen,LPF,PRECINCT 433.0,0,0,0,0,2,0.12
President and Vice President,Jo Jorgensen,LPF,PRECINCT 434.0,0,0,0,0,3,0.33
President and Vice President,Jo Jorgensen,LPF,PRECINCT 434.1,0,0,0,0,3,0.36
President and Vice President,Jo Jorgensen,LPF,PRECINCT 435.0,0,0,0,0,2,0.15
President and Vice President,Jo Jorgensen,LPF,PRECINCT 435.1,0,0,0,0,2,0.31
President and Vice President,Jo Jorgensen,LPF,PRECINCT 436.0,0,0,0,0,4,0.42
President and Vice President,Jo Jorgensen,LPF,PRECINCT 436.1,0,0,0,0,4,0.43
President and Vice President,Jo Jorgensen,LPF,PRECINCT 437.0,0,0,0,0,1,0.12
President and Vice President,Jo Jorgensen,LPF,PRECINCT 437.1,0,0,0,0,2,0.23
President and Vice President,Jo Jorgensen,LPF,PRECINCT 438.0,0,0,0,0,3,0.28
President and Vice President,Jo Jorgensen,LPF,PRECINCT 438.1,0,0,0,0,2,0.18
President and Vice President,Jo Jorgensen,LPF,PRECINCT 439.0,0,0,0,0,2,0.24
President and Vice President,Jo Jorgensen,LPF,PRECINCT 439.1,0,0,0,0,2,0.23
President and Vice President,Jo Jorgensen,LPF,PRECINCT 440.0,0,0,0,0,1,0.14
President and Vice President,Jo Jorgensen,LPF,PRECINCT 440.1,0,0,0,0,2,0.24
President and Vice President,Jo Jorgensen,LPF,PRECINCT 441.0,0,0,0,0,3,0.26
President and Vice President,Jo Jorgensen,LPF,PRECINCT 441.1,0,0,0,0,4,0.43
President and Vice President,Jo Jorgensen,LPF,PRECINCT 442.0,0,0,0,0,4,0.31
President and Vice President,Jo Jorgensen,LPF,PRECINCT 443.0,0,0,0,0,3,0.16
President and Vice President,Jo Jorgensen,LPF,PRECINCT 444.0,0,0,0,0,3,0.15
President and Vice President,Jo Jorgensen,LPF,PRECINCT 445.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 446.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 447.0,0,0,0,0,4,0.18
President and Vice President,Jo Jorgensen,LPF,PRECINCT 448.0,0,0,0,0,4,0.21
President and Vice President,Jo Jorgensen,LPF,PRECINCT 449.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 450.0,0,0,0,0,6,0.33
President and Vice President,Jo Jorgensen,LPF,PRECINCT 451.0,0,0,0,0,2,0.08
President and Vice President,Jo Jorgensen,LPF,PRECINCT 452.0,0,0,0,0,10,0.43
President and Vice President,Jo Jorgensen,LPF,PRECINCT 453.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 454.0,0,0,0,0,6,0.38
President and Vice President,Jo Jorgensen,LPF,PRECINCT 455.0,0,0,0,0,3,0.16
President and Vice President,Jo Jorgensen,LPF,PRECINCT 456.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 457.0,0,0,0,0,7,0.50
President and Vice President,Jo Jorgensen,LPF,PRECINCT 458.0,0,0,0,0,3,0.44
President and Vice President,Jo Jorgensen,LPF,PRECINCT 459.0,0,0,0,0,1,0.14
President and Vice President,Jo Jorgensen,LPF,PRECINCT 460.0,0,0,0,0,1,2.78
President and Vice President,Jo Jorgensen,LPF,PRECINCT 461.0,0,0,0,0,10,0.36
President and Vice President,Jo Jorgensen,LPF,PRECINCT 462.0,0,0,0,0,15,0.34
President and Vice President,Jo Jorgensen,LPF,PRECINCT 463.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 463.1,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 464.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 465.0,0,0,0,0,3,0.20
President and Vice President,Jo Jorgensen,LPF,PRECINCT 466.0,0,0,0,0,3,0.25
President and Vice President,Jo Jorgensen,LPF,PRECINCT 467.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 467.1,0,0,0,0,3,0.30
President and Vice President,Jo Jorgensen,LPF,PRECINCT 468.0,0,0,0,0,2,0.14
President and Vice President,Jo Jorgensen,LPF,PRECINCT 469.0,0,0,0,0,11,0.33
President and Vice President,Jo Jorgensen,LPF,PRECINCT 470.0,0,0,0,0,4,0.26
President and Vice President,Jo Jorgensen,LPF,PRECINCT 470.1,0,0,0,0,1,0.35
President and Vice President,Jo Jorgensen,LPF,PRECINCT 471.0,0,0,0,0,9,0.56
President and Vice President,Jo Jorgensen,LPF,PRECINCT 472.0,0,0,0,0,5,0.33
President and Vice President,Jo Jorgensen,LPF,PRECINCT 482.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 487.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 488.0,0,0,0,0,11,0.39
President and Vice President,Jo Jorgensen,LPF,PRECINCT 498.0,0,0,0,0,3,0.19
President and Vice President,Jo Jorgensen,LPF,PRECINCT 499.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 500.0,0,0,0,0,3,0.25
President and Vice President,Jo Jorgensen,LPF,PRECINCT 501.0,0,0,0,0,3,0.28
President and Vice President,Jo Jorgensen,LPF,PRECINCT 502.0,0,0,0,0,9,0.45
President and Vice President,Jo Jorgensen,LPF,PRECINCT 503.0,0,0,0,0,2,0.23
President and Vice President,Jo Jorgensen,LPF,PRECINCT 504.0,0,0,0,0,6,0.35
President and Vice President,Jo Jorgensen,LPF,PRECINCT 505.0,0,0,0,0,3,0.29
President and Vice President,Jo Jorgensen,LPF,PRECINCT 506.0,0,0,0,0,3,0.37
President and Vice President,Jo Jorgensen,LPF,PRECINCT 507.0,0,0,0,0,4,0.44
President and Vice President,Jo Jorgensen,LPF,PRECINCT 508.0,0,0,0,0,1,0.09
President and Vice President,Jo Jorgensen,LPF,PRECINCT 509.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 510.0,0,0,0,0,3,0.37
President and Vice President,Jo Jorgensen,LPF,PRECINCT 511.0,0,0,0,0,8,0.76
President and Vice President,Jo Jorgensen,LPF,PRECINCT 512.0,0,0,0,0,3,0.26
President and Vice President,Jo Jorgensen,LPF,PRECINCT 514.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 515.0,0,0,0,0,4,0.35
President and Vice President,Jo Jorgensen,LPF,PRECINCT 516.0,0,0,0,0,4,0.30
President and Vice President,Jo Jorgensen,LPF,PRECINCT 517.0,0,0,0,0,2,0.23
President and Vice President,Jo Jorgensen,LPF,PRECINCT 518.0,0,0,0,0,3,0.26
President and Vice President,Jo Jorgensen,LPF,PRECINCT 519.0,0,0,0,0,7,0.56
President and Vice President,Jo Jorgensen,LPF,PRECINCT 520.0,0,0,0,0,5,0.26
President and Vice President,Jo Jorgensen,LPF,PRECINCT 521.0,0,0,0,0,4,0.27
President and Vice President,Jo Jorgensen,LPF,PRECINCT 522.0,0,0,0,0,4,0.20
President and Vice President,Jo Jorgensen,LPF,PRECINCT 523.0,0,0,0,0,2,0.26
President and Vice President,Jo Jorgensen,LPF,PRECINCT 524.0,0,0,0,0,4,0.27
President and Vice President,Jo Jorgensen,LPF,PRECINCT 526.0,0,0,0,0,1,0.22
President and Vice President,Jo Jorgensen,LPF,PRECINCT 527.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 528.0,0,0,0,0,6,0.67
President and Vice President,Jo Jorgensen,LPF,PRECINCT 529.0,0,0,0,0,6,0.29
President and Vice President,Jo Jorgensen,LPF,PRECINCT 530.0,0,0,0,0,3,0.77
President and Vice President,Jo Jorgensen,LPF,PRECINCT 531.0,0,0,0,0,10,0.70
President and Vice President,Jo Jorgensen,LPF,PRECINCT 531.1,0,0,0,0,1,0.61
President and Vice President,Jo Jorgensen,LPF,PRECINCT 532.0,0,0,0,0,3,0.51
President and Vice President,Jo Jorgensen,LPF,PRECINCT 533.0,0,0,0,0,2,0.13
President and Vice President,Jo Jorgensen,LPF,PRECINCT 533.1,0,0,0,0,1,0.16
President and Vice President,Jo Jorgensen,LPF,PRECINCT 534.0,0,0,0,0,5,0.37
President and Vice President,Jo Jorgensen,LPF,PRECINCT 534.1,0,0,0,0,7,0.63
President and Vice President,Jo Jorgensen,LPF,PRECINCT 534.2,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 535.0,0,0,0,0,3,0.35
President and Vice President,Jo Jorgensen,LPF,PRECINCT 536.0,0,0,0,0,1,2.94
President and Vice President,Jo Jorgensen,LPF,PRECINCT 536.1,0,0,0,0,1,0.16
President and Vice President,Jo Jorgensen,LPF,PRECINCT 537.0,0,0,0,0,1,0.25
President and Vice President,Jo Jorgensen,LPF,PRECINCT 538.0,0,0,0,0,22,0.48
President and Vice President,Jo Jorgensen,LPF,PRECINCT 540.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 541.0,0,0,0,0,18,0.47
President and Vice President,Jo Jorgensen,LPF,PRECINCT 542.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 543.0,0,0,0,0,12,0.58
President and Vice President,Jo Jorgensen,LPF,PRECINCT 544.0,0,0,0,0,11,0.40
President and Vice President,Jo Jorgensen,LPF,PRECINCT 545.0,0,0,0,0,7,0.26
President and Vice President,Jo Jorgensen,LPF,PRECINCT 546.0,0,0,0,0,11,0.92
President and Vice President,Jo Jorgensen,LPF,PRECINCT 547.0,0,0,0,0,4,0.76
President and Vice President,Jo Jorgensen,LPF,PRECINCT 548.0,0,0,0,0,2,0.14
President and Vice President,Jo Jorgensen,LPF,PRECINCT 549.0,0,0,0,0,1,0.07
President and Vice President,Jo Jorgensen,LPF,PRECINCT 550.0,0,0,0,0,5,0.31
President and Vice President,Jo Jorgensen,LPF,PRECINCT 550.1,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 551.0,0,0,0,0,4,0.24
President and Vice President,Jo Jorgensen,LPF,PRECINCT 552.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 553.0,0,0,0,0,7,0.49
President and Vice President,Jo Jorgensen,LPF,PRECINCT 554.0,0,0,0,0,3,0.22
President and Vice President,Jo Jorgensen,LPF,PRECINCT 556.0,0,0,0,0,3,0.15
President and Vice President,Jo Jorgensen,LPF,PRECINCT 557.0,0,0,0,0,6,0.24
President and Vice President,Jo Jorgensen,LPF,PRECINCT 558.0,0,0,0,0,4,0.33
President and Vice President,Jo Jorgensen,LPF,PRECINCT 559.0,0,0,0,0,1,0.09
President and Vice President,Jo Jorgensen,LPF,PRECINCT 560.0,0,0,0,0,4,0.36
President and Vice President,Jo Jorgensen,LPF,PRECINCT 561.0,0,0,0,0,8,0.29
President and Vice President,Jo Jorgensen,LPF,PRECINCT 562.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 563.0,0,0,0,0,9,0.49
President and Vice President,Jo Jorgensen,LPF,PRECINCT 564.0,0,0,0,0,8,0.50
President and Vice President,Jo Jorgensen,LPF,PRECINCT 565.0,0,0,0,0,8,0.61
President and Vice President,Jo Jorgensen,LPF,PRECINCT 566.0,0,0,0,0,4,0.19
President and Vice President,Jo Jorgensen,LPF,PRECINCT 567.0,0,0,0,0,9,0.51
President and Vice President,Jo Jorgensen,LPF,PRECINCT 568.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 569.0,0,0,0,0,11,0.29
President and Vice President,Jo Jorgensen,LPF,PRECINCT 570.0,0,0,0,0,5,0.34
President and Vice President,Jo Jorgensen,LPF,PRECINCT 571.0,0,0,0,0,3,0.84
President and Vice President,Jo Jorgensen,LPF,PRECINCT 572.0,0,0,0,0,5,0.42
President and Vice President,Jo Jorgensen,LPF,PRECINCT 573.0,0,0,0,0,4,0.21
President and Vice President,Jo Jorgensen,LPF,PRECINCT 574.0,0,0,0,0,7,0.37
President and Vice President,Jo Jorgensen,LPF,PRECINCT 575.0,0,0,0,0,14,0.54
President and Vice President,Jo Jorgensen,LPF,PRECINCT 576.0,0,0,0,0,11,0.45
President and Vice President,Jo Jorgensen,LPF,PRECINCT 577.0,0,0,0,0,6,0.27
President and Vice President,Jo Jorgensen,LPF,PRECINCT 578.0,0,0,0,0,2,0.12
President and Vice President,Jo Jorgensen,LPF,PRECINCT 579.0,0,0,0,0,7,0.26
President and Vice President,Jo Jorgensen,LPF,PRECINCT 580.0,0,0,0,0,1,0.78
President and Vice President,Jo Jorgensen,LPF,PRECINCT 581.0,0,0,0,0,6,0.40
President and Vice President,Jo Jorgensen,LPF,PRECINCT 582.0,0,0,0,0,21,0.60
President and Vice President,Jo Jorgensen,LPF,PRECINCT 583.0,0,0,0,0,3,0.19
President and Vice President,Jo Jorgensen,LPF,PRECINCT 584.0,0,0,0,0,4,0.27
President and Vice President,Jo Jorgensen,LPF,PRECINCT 585.0,0,0,0,0,1,0.18
President and Vice President,Jo Jorgensen,LPF,PRECINCT 586.0,0,0,0,0,4,0.24
President and Vice President,Jo Jorgensen,LPF,PRECINCT 587.0,0,0,0,0,5,0.26
President and Vice President,Jo Jorgensen,LPF,PRECINCT 588.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 588.1,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 589.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 591.0,0,0,0,0,3,1.08
President and Vice President,Jo Jorgensen,LPF,PRECINCT 591.1,0,0,0,0,6,0.55
President and Vice President,Jo Jorgensen,LPF,PRECINCT 592.0,0,0,0,0,3,0.25
President and Vice President,Jo Jorgensen,LPF,PRECINCT 593.0,0,0,0,0,2,0.10
President and Vice President,Jo Jorgensen,LPF,PRECINCT 594.0,0,0,0,0,3,0.36
President and Vice President,Jo Jorgensen,LPF,PRECINCT 595.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 596.0,0,0,0,0,1,0.05
President and Vice President,Jo Jorgensen,LPF,PRECINCT 597.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 598.0,0,0,0,0,1,0.29
President and Vice President,Jo Jorgensen,LPF,PRECINCT 599.0,0,0,0,0,7,0.59
President and Vice President,Jo Jorgensen,LPF,PRECINCT 601.0,0,0,0,0,9,0.57
President and Vice President,Jo Jorgensen,LPF,PRECINCT 602.0,0,0,0,0,3,0.23
President and Vice President,Jo Jorgensen,LPF,PRECINCT 603.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 604.0,0,0,0,0,14,0.62
President and Vice President,Jo Jorgensen,LPF,PRECINCT 606.0,0,0,0,0,6,0.27
President and Vice President,Jo Jorgensen,LPF,PRECINCT 607.0,0,0,0,0,6,0.35
President and Vice President,Jo Jorgensen,LPF,PRECINCT 608.0,0,0,0,0,4,0.22
President and Vice President,Jo Jorgensen,LPF,PRECINCT 609.0,0,0,0,0,6,0.38
President and Vice President,Jo Jorgensen,LPF,PRECINCT 611.0,0,0,0,0,10,0.57
President and Vice President,Jo Jorgensen,LPF,PRECINCT 612.0,0,0,0,0,5,0.50
President and Vice President,Jo Jorgensen,LPF,PRECINCT 613.0,0,0,0,0,3,0.22
President and Vice President,Jo Jorgensen,LPF,PRECINCT 614.0,0,0,0,0,3,0.28
President and Vice President,Jo Jorgensen,LPF,PRECINCT 615.0,0,0,0,0,1,0.06
President and Vice President,Jo Jorgensen,LPF,PRECINCT 616.0,0,0,0,0,4,0.32
President and Vice President,Jo Jorgensen,LPF,PRECINCT 617.0,0,0,0,0,10,0.35
President and Vice President,Jo Jorgensen,LPF,PRECINCT 618.0,0,0,0,0,2,0.18
President and Vice President,Jo Jorgensen,LPF,PRECINCT 621.0,0,0,0,0,5,0.25
President and Vice President,Jo Jorgensen,LPF,PRECINCT 622.0,0,0,0,0,1,0.67
President and Vice President,Jo Jorgensen,LPF,PRECINCT 623.0,0,0,0,0,2,0.34
President and Vice President,Jo Jorgensen,LPF,PRECINCT 624.0,0,0,0,0,4,0.34
President and Vice President,Jo Jorgensen,LPF,PRECINCT 625.0,0,0,0,0,6,0.32
President and Vice President,Jo Jorgensen,LPF,PRECINCT 626.0,0,0,0,0,1,0.19
President and Vice President,Jo Jorgensen,LPF,PRECINCT 627.0,0,0,0,0,11,0.59
President and Vice President,Jo Jorgensen,LPF,PRECINCT 628.0,0,0,0,0,6,0.55
President and Vice President,Jo Jorgensen,LPF,PRECINCT 630.0,0,0,0,0,5,0.35
President and Vice President,Jo Jorgensen,LPF,PRECINCT 631.0,0,0,0,0,1,0.14
President and Vice President,Jo Jorgensen,LPF,PRECINCT 632.0,0,0,0,0,16,0.82
President and Vice President,Jo Jorgensen,LPF,PRECINCT 633.0,0,0,0,0,7,0.39
President and Vice President,Jo Jorgensen,LPF,PRECINCT 634.0,0,0,0,0,2,0.82
President and Vice President,Jo Jorgensen,LPF,PRECINCT 635.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 636.0,0,0,0,0,11,0.42
President and Vice President,Jo Jorgensen,LPF,PRECINCT 640.0,0,0,0,0,9,0.54
President and Vice President,Jo Jorgensen,LPF,PRECINCT 641.0,0,0,0,0,7,0.33
President and Vice President,Jo Jorgensen,LPF,PRECINCT 642.0,0,0,0,0,1,0.20
President and Vice President,Jo Jorgensen,LPF,PRECINCT 643.0,0,0,0,0,5,0.50
President and Vice President,Jo Jorgensen,LPF,PRECINCT 644.0,0,0,0,0,2,0.31
President and Vice President,Jo Jorgensen,LPF,PRECINCT 646.0,0,0,0,0,1,0.52
President and Vice President,Jo Jorgensen,LPF,PRECINCT 648.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 649.0,0,0,0,0,2,0.20
President and Vice President,Jo Jorgensen,LPF,PRECINCT 650.0,0,0,0,0,2,0.54
President and Vice President,Jo Jorgensen,LPF,PRECINCT 651.0,0,0,0,0,3,0.65
President and Vice President,Jo Jorgensen,LPF,PRECINCT 652.0,0,0,0,0,4,0.78
President and Vice President,Jo Jorgensen,LPF,PRECINCT 653.0,0,0,0,0,4,0.60
President and Vice President,Jo Jorgensen,LPF,PRECINCT 655.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 655.1,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 656.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 656.1,0,0,0,0,1,0.27
President and Vice President,Jo Jorgensen,LPF,PRECINCT 658.0,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 658.1,0,0,0,0,0,0.00
President and Vice President,Jo Jorgensen,LPF,PRECINCT 659.0,0,0,0,0,1,0.27
President and Vice President,Jo Jorgensen,LPF,PRECINCT 659.1,0,0,0,0,0,0.00
